有價證券代號及名稱,國際證券辨識號碼(ISIN Code),發行日,到期日,利率值,市場別,產業別,CFICode,備註
轉換公司債
F11606　P19ADCB1,XS1938443832,2019/01/25,2049/01/25,0.000000,上櫃,,DBZGGB,
F11609　P19ADCB4,XS2073871779,2019/11/08,2059/11/08,0.000000,上櫃,,DBZGGB,
F11610　P19ADCB5,XS2080360253,2019/11/22,2059/11/22,0.000000,上櫃,,DBZGGB,
F11611　P20ADCB1,XS2100680318,2020/01/21,2060/01/21,0.000000,上櫃,,DBZGGB,
F11701　P17KUNTA1,XS1552816859,2017/02/09,2047/02/09,0.000000,上櫃,,DBZTGB,
F11801　P17SMFG1,XS1564404850,2017/03/02,2047/03/02,4.300000,上櫃,,DCFUGB,
F11802　P18SMFG1,XS1760636966,2018/02/09,2048/02/09,4.200000,上櫃,,DBFUGB,
F11803　P20SMFG1,XS2251641002,2020/11/19,2050/11/19,0.000000,上櫃,,DBZUGB,
F11804　P21SMFG1,XS2293885765,2021/02/24,2051/02/24,0.000000,上櫃,,DBZUGB,
F11805　P21SMFG2,XS2331203757,2021/04/27,2051/04/27,0.000000,上櫃,,DBZUGB,
F11806　P22SMFG1,XS2435101477,2022/01/27,2052/01/27,0.000000,上櫃,,DBZUGB,
F11901　P17CMZB1,XS1572409354,2017/03/08,2047/03/08,0.000000,上櫃,,DBZUGB,
F12001　P17PFE1,XS1572326145,2017/03/17,2047/03/17,4.200000,上櫃,,DBFUGR,
F12101　P17NRWB1,XS1559930497,2017/03/22,2047/03/22,0.000000,上櫃,,DTZTGB,
F12102　P18NRWB1,XS1794222809,2018/03/28,2048/03/28,0.000000,上櫃,,DTZTGB,
F12202　P17NAB2,XS1649627418,2017/08/01,2047/08/01,0.000000,上櫃,,DBZUGB,
F12203　P18NAB1,XS1789630230,2018/03/19,2048/03/19,0.000000,上櫃,,DBZUGB,
F12204　P23NAB1,XS2695028279,2023/09/28,2028/09/28,浮動利率,上櫃,,DBVUFB,
F12205　P24NAB1,XS2856781963,2024/07/12,2029/07/12,浮動利率,上櫃,,DBVUFB,
F12301　P17TEF1,XS1588907045,2017/04/18,2037/04/18,4.900000,上櫃,,DBFGFB,
F12501　P17BSP1,TW000F125018,2017/05/19,2047/05/19,0.000000,上櫃,,DBZUGR,
F12601　P17AIA1,XS1612943735,2017/05/23,2047/05/23,4.470000,上櫃,,DBFUGR,
F12801　P17CFE1,XS1638817996,2017/07/13,2047/07/13,5.150000,上櫃,,DBFGAB,
F12802　P18CFE1,XS1773650681,2018/03/12,2048/03/12,5.000000,上櫃,,DBFGAB,
F12803　P19CFE1,XS2030333038,2019/07/30,2049/07/30,5.000000,上櫃,,DBFUAR,
F12804　P20CFE1,XS2133064480,2020/03/20,2050/03/20,4.050000,上櫃,,DBFGAR,
F13001　P17TBB1,TW000F130018,2017/10/27,2047/10/27,0.000000,上櫃,,DBZUGR,
F13002　P18TBB1,TW000F130026,2018/09/27,2048/09/27,0.000000,上櫃,,DBZUGR,
F13101　P17WBC1,XS1720964417,2017/11/28,2047/11/28,0.000000,上櫃,,DBZUGB,
F13201　P17HBFR1,FR0013298296,2017/12/06,2047/12/06,0.000000,上櫃,,DBZUGB,
F13202　P18HBFR1,FR0013321338,2018/03/19,2048/03/19,0.000000,上櫃,,DBZUGB,
F13203　P18HBFR2,FR0013324878,2018/04/16,2048/04/16,0.000000,上櫃,,DBZUGB,
F13204　P18HBFR3,FR0013335957,2018/10/16,2048/10/16,0.000000,上櫃,,DBZUGB,
F13205　P19HBFR1,FR0013393113,2019/01/23,2049/01/23,0.000000,上櫃,,DBZUGB,
F13301　P18AT1,XS1753814141,2018/02/01,2038/02/01,4.900000,上櫃,,DBFUFB,
F13401　P18ENBD1,XS1758692393,2018/02/06,2048/02/06,0.000000,上櫃,,DBZUGR,
F13402　P19ENBD1,XS1987902571,2019/05/08,2039/05/08,4.900000,上櫃,,DBFUFB,
F13403　P20ENBD1,XS2106862076,2020/02/12,2040/02/12,4.030000,上櫃,,DBFUFB,
F13404　P20ENBD2,XS2122894772,2020/03/05,2050/03/05,3.750000,上櫃,,DBFUFB,
F13406　P20ENBD4,XS2193733172,2020/07/06,2040/07/06,3.800000,上櫃,,DTFUFR,
F13407　P20ENBD5,XS2215423042,2020/08/14,2040/08/14,3.500000,上櫃,,DTFUFR,
F13411　P20ENBD9,XS2260655399,2020/11/25,2040/11/25,3.410000,上櫃,,DBFUFB,
F13412　P21ENBD1,XS2283172414,2021/01/20,2041/01/20,3.250000,上櫃,,DBFUFB,
F13414　P21ENBD3,XS2339828498,2021/05/28,2026/05/28,3.500000,上櫃,,DBFUFB,
F13415　P21ENBD4,XS2358709595,2021/07/08,2026/07/08,1.850000,上櫃,,DBFUFB,
F13416　P21ENBD5,XS2357280101,2021/07/13,2028/07/13,3.670000,上櫃,,DBFUFB,
F13417　P24ENBD1,XS2754455769,2024/01/31,2029/01/31,浮動利率,上櫃,,DBVUFB,
F13501　P18DAIWA1,XS1769384477,2018/03/06,2048/03/06,0.000000,上櫃,,DBZUGB,
F13601　P18UBSGP1,CH0406415312,2018/03/29,2048/03/29,0.000000,上櫃,,DBZUGR,
F13602　P18UBSGP2,CH0419042517,2018/06/29,2048/06/29,0.000000,上櫃,,DBZUGR,
F13603　P18UBSGP3,CH0428194218,2018/08/31,2048/08/31,0.000000,上櫃,,DBZUGR,
F13604　P18UBSGP4,CH0438965599,2018/10/26,2048/10/26,0.000000,上櫃,,DBZUGR,
F13605　P18UBSGP5,CH0449619078,2018/12/27,2048/12/27,0.000000,上櫃,,DBZNGM,
F13606　P19UBSGP1,CH0449619094,2019/01/30,2049/01/30,0.000000,上櫃,,DBZNGM,
F13607　P19UBSGP2,CH0474977748,2019/05/29,2049/05/29,0.000000,上櫃,,DBZNGM,
F13608　P19UBSGP3,CH0483180987,2019/06/27,2049/06/27,0.000000,上櫃,,DBZNGM,
F13609　P20UBSGP4,CH0511762046,2020/01/31,2060/01/31,0.000000,上櫃,,DBZNGM,
F13701　P18MSF1,XS1538854867,2018/04/10,2048/04/10,0.000000,上櫃,,DBZUGB,
F13702　P18MSF2,XS1538855245,2018/05/11,2048/05/11,0.000000,上櫃,,DBZGGR,
F13703　P18MSF3,XS1538855161,2018/05/31,2048/05/31,0.000000,上櫃,,DBZGGR,
F13704　P18MSF4,XS1538856722,2018/07/06,2048/07/06,0.000000,上櫃,,DBZGGR,
F13705　P18MSF5,XS1538854602,2018/08/16,2048/08/16,0.000000,上櫃,,DBZGGR,
F13706　P19MSF1,XS1906341836,2019/01/17,2049/01/17,0.000000,上櫃,,DBZGGR,
F13711　P19MSF6,XS1906340275,2019/05/10,2026/05/10,浮動利率,上櫃,,DBVGFR,
F13714　P19MSF9,XS1906337644,2019/08/07,2026/08/07,8.500000,上櫃,,DBFGFR,
F13715　P19MSF10,XS1906338295,2019/08/09,2026/08/09,3.600000,上櫃,,DBFGFR,
F13717　P19MSF12,XS1906337727,2019/08/30,2026/08/30,8.700000,上櫃,,DBFGGR,
F13718　P19MSF13,XS1906337487,2019/09/23,2049/09/23,0.000000,上櫃,,DTZGGR,
F13719　P19MSF14,XS1906336166,2019/11/21,2049/11/21,0.000000,上櫃,,DTZUGR,
F13720　P20MSF1,XS1906335515,2020/01/21,2060/01/21,0.000000,上櫃,,DTZGGR,
F13721　P20MSF2,XS1906335275,2020/02/18,2050/02/18,0.000000,上櫃,,DTZUGR,
F13722　P20MSF3,XS1906334385,2020/03/13,2027/03/13,3.000000,上櫃,,DBFGFR,
F13723　P20MSF4,XS1906334203,2020/03/24,2050/03/24,0.000000,上櫃,,DTZUGR,
F13724　P20MSF5,XS1906334039,2020/04/01,2060/04/01,0.000000,上櫃,,DBZGGR,
F13725　P20MSF6,XS1906333817,2020/04/07,2049/04/07,0.000000,上櫃,,DBZGGR,
F13727　P20MSF8,XS1906332843,2020/05/21,2055/05/21,0.000000,上櫃,,DBZGGR,
F13728　P20MSF9,XS1906331951,2020/07/30,2060/07/30,0.000000,上櫃,,DBZGGR,
F13729　P20MSF10,XS1906331878,2020/07/30,2058/07/30,0.000000,上櫃,,DBZGGR,
F13730　P20MSF11,XS1906336240,2020/08/21,2054/08/21,0.000000,上櫃,,DBZGGR,
F13731　P20MSF12,XS2175220560,2020/10/21,2060/10/21,0.000000,上櫃,,DBZGGR,
F13732　P20MSF13,XS2175206650,2020/10/30,2060/10/30,0.000000,上櫃,,DBZGGR,
F13733　P20MSF14,XS2175210256,2020/11/04,2058/11/04,0.000000,上櫃,,DBZGGR,
F13734　P21MSF1,XS2175204010,2021/01/20,2061/01/20,0.000000,上櫃,,DBZGGR,
F13735　P21MSF2,XS2175210173,2021/01/22,2060/01/22,0.000000,上櫃,,DBZGGR,
F13736　P21MSF3,XS2175203806,2021/01/25,2061/01/25,0.000000,上櫃,,DBZGGR,
F13737　P21MSF4,XS2175206148,2021/01/26,2036/01/26,0.000000,上櫃,,DBZGGR,
F13738　P21MSF5,XS2175203632,2021/01/27,2058/01/27,0.000000,上櫃,,DBZGGR,
F13739　P21MSF6,XS2175205926,2021/02/04,2058/02/04,0.000000,上櫃,,DBZGGR,
F13740　P21MSF7,XS2175209910,2021/02/23,2055/02/23,0.000000,上櫃,,DBZGGR,
F13741　P21MSF8,XS2175203475,2021/03/03,2056/02/03,0.000000,上櫃,,DBZGGR,
F13742　P21MSF9,XS2175205769,2021/03/08,2036/03/08,0.000000,上櫃,,DBZGFR,
F13743　P21MSF10,XS2175209837,2021/04/01,2061/04/01,0.000000,上櫃,,DBZGGR,
F13744　P21MSF11,XS2175205504,2021/04/06,2036/04/06,0.000000,上櫃,,DBZGFR,
F13745　P21MSF12,XS2175209753,2021/05/05,2036/05/05,0.000000,上櫃,,DBZGFR,
F13746　P21MSF13,XS2175205173,2021/05/24,2060/05/24,0.000000,上櫃,,DBZGGR,
F13747　P21MSF14,XS2175202154,2021/08/10,2036/08/10,0.000000,上櫃,,DBZGFR,
F13748　P21MSF15,XS2175204523,2021/08/24,2061/08/24,0.000000,上櫃,,DBZGGR,
F13749　P21MSF16,XS2175201933,2021/10/06,2031/10/06,浮動利率,上櫃,,DBVGFR,
F13750　P21MSF17,XS2175204440,2021/10/19,2036/10/19,0.000000,上櫃,,DBZGFR,
F13751　P21MSF18,XS2175201693,2021/10/25,2036/10/25,0.000000,上櫃,,DBZGFR,
F13752　P21MSF19,XS2175201347,2021/10/27,2031/10/27,1.200000,上櫃,,DBFGFR,
F13753　P21MSF20,XS2175208946,2021/11/10,2036/11/10,0.000000,上櫃,,DBZGFR,
F13754　P21MSF21,XS2175201008,2021/11/10,2061/11/10,0.000000,上櫃,,DBZGGR,
F13755　P21MSF22,XS2175204101,2021/12/07,2036/12/07,0.000000,上櫃,,DBZGFR,
F13756　P22MSF1,XS2175203988,2022/01/19,2062/01/19,0.000000,上櫃,,DBZGGR,
F13757　P22MSF2,XS2175208607,2022/01/19,2061/07/19,0.000000,上櫃,,DBZGGR,
F13758　P22MSF3,XS2175203715,2022/01/20,2037/01/20,0.000000,上櫃,,DBZGFR,
F13759　P22MSF4,XS2175208433,2022/01/25,2062/01/25,0.000000,上櫃,,DBZGGR,
F13760　P22MSF5,XS2175208276,2022/02/22,2037/02/22,0.000000,上櫃,,DBZGFR,
F13761　P22MSF6,XS2175208193,2022/03/02,2058/06/02,0.000000,上櫃,,DBZGGR,
F13762　P22MSF7,XS2175199699,2022/03/03,2037/03/03,浮動利率,上櫃,,DBVGFR,
F13763　P22MSF8,XS2175202741,2022/03/16,2037/03/16,浮動利率,上櫃,,DBVGFR,
F13764　P22MSF9,XS2175198881,2022/04/07,2037/04/07,浮動利率,上櫃,,DBVGFR,
F13765　P22MSF10,XS2175207385,2022/04/21,2037/04/21,浮動利率,上櫃,,DBVGFR,
F13766　P22MSF11,XS2175201263,2022/05/06,2037/05/06,浮動利率,上櫃,,DBVGFR,
F13767　P22MSF12,XS2175207039,2022/05/17,2037/05/17,浮動利率,上櫃,,DBVGFR,
F13768　P23MSF1,XS2476733188,2023/02/24,2038/02/24,6.020000,上櫃,,DBFGGR,
F13769　P23MSF2,XS2476731729,2023/05/23,2033/05/23,5.210000,上櫃,,DBFGGR,
F13770　P24MSF1,XS2641753723,2024/04/25,2034/04/25,5.930000,上櫃,,DBFGGR,
F13771　P24MSF2,XS2919176235,2024/11/29,2034/11/29,5.850000,上櫃,,DBFGGR,
F13772　P25MSF1,XS2958265683,2025/01/16,2035/01/16,5.600000,上櫃,,DBFGGR,
F13773　P25MSF2,XS2958261690,2025/01/17,2035/01/17,5.600000,上櫃,,DBFGGR,
F13774　P25MSF3,XS2988585506,2025/04/22,2032/04/22,浮動利率,上櫃,,DBVGFR,
F13775　P26MSF1,XS3216486145,2026/01/22,2036/01/22,5.080000,上櫃,,DBFNFR,
F13776　P26MSF2,XS3270959276,2026/02/03,2032/02/03,浮動利率,上櫃,,DBVGFR,
F13801　P18QATAR1,XS1807174559,2018/04/23,2048/04/23,5.103000,上櫃,,DBFUFR,
F13802　P19QATAR1,XS1959337749,2019/03/14,2049/03/14,4.817000,上櫃,,DBFUFR,
F13803　P20QATAR1,XS2155352748,2020/04/16,2050/04/16,4.400000,上櫃,,DBFUFR,
F13901　P18CDEL1,XS1798294523,2018/05/18,2048/05/18,4.850000,上櫃,,DBFUGR,
F14101　P18TSIB1,TW000F141015,2018/07/05,2048/07/05,0.000000,上櫃,,DBZUGR,
F14102　P18TSIB2,TW000F141023,2018/07/05,2048/07/05,0.000000,上櫃,,DBZUGR,
F14205　P19CGMHI2,XS1980796426,2019/05/16,2029/05/16,3.820000,上櫃,,DBFGGR,
F14206　P19CGMHI3,XS1980794058,2019/05/24,2026/05/24,浮動利率,上櫃,,DBVGFR,
F14207　P19CGMHI4,XS1980799362,2019/05/29,2026/05/29,浮動利率,上櫃,,DBVGFR,
F14208　P19CGMHI5,XS1980769456,2019/08/07,2026/08/07,8.550000,上櫃,,DBFUGR,
F14210　P20CGMHI1,XS2044958150,2020/01/21,2050/01/21,0.000000,上櫃,,DBZGGR,
F14211　P20CGMHI2,XS2044969868,2020/02/14,2050/02/14,0.000000,上櫃,,DBZGGR,
F14212　P20CGMHI3,XS2044952112,2020/03/05,2027/03/05,3.450000,上櫃,,DBFGGR,
F14214　P20CGMHI5,XS2106711968,2020/03/09,2030/03/09,2.650000,上櫃,,DBFGGR,
F14216　P20CGMHI7,XS2106711026,2020/03/12,2030/03/12,0.000000,上櫃,,DBZGGR,
F14219　P20CGMHI10,XS2106708402,2020/03/25,2030/03/25,0.000000,上櫃,,DBZGGR,
F14221　P20CGMHI12,XS2162989698,2020/06/11,2030/06/11,2.550000,上櫃,,DBFGGR,
F14223　P20CGMHI14,XS2162968346,2020/10/15,2030/10/15,1.830000,上櫃,,DBFGGR,
F14224　P21CGMHI1,XS2216793005,2021/01/27,2031/01/27,1.800000,上櫃,,DBFGGR,
F14225　P21CGMHI2,XS2216788005,2021/01/27,2031/01/27,1.830000,上櫃,,DBFGGR,
F14226　P21CGMHI3,XS2216797840,2021/02/08,2031/02/08,1.970000,上櫃,,DBFGGR,
F14227　P21CGMHI4,XS2216787700,2021/02/08,2036/02/08,浮動利率,上櫃,,DBVGGR,
F14228　P21CGMHI5,XS2216798574,2021/02/23,2051/02/23,2.880000,上櫃,,DBFGGR,
F14229　P21CGMHI6,XS2216761655,2021/02/24,2031/02/24,7.700000,上櫃,,DBFGGR,
F14230　P21CGMHI7,XS2216766456,2021/02/25,2036/02/25,0.000000,上櫃,,DBZGGR,
F14231　P21CGMHI8,XS2216769393,2021/03/03,2031/03/03,2.010000,上櫃,,DBFGGR,
F14232　P21CGMHI9,XS2216756572,2021/04/12,2031/04/12,2.660000,上櫃,,DBFGGR,
F14233　P21CGMHI10,XS2216745450,2021/05/12,2031/05/12,2.500000,上櫃,,DBFGGR,
F14234　P21CGMHI11,XS2216752407,2021/05/24,2031/05/24,2.500000,上櫃,,DBFGGR,
F14235　P21CGMHI12,XS2307422431,2021/06/08,2031/06/08,2.750000,上櫃,,DBFGGR,
F14236　P21CGMHI13,XS2307423322,2021/06/11,2031/06/11,2.770000,上櫃,,DBFGGR,
F14237　P21CGMHI14,XS2307428982,2021/06/23,2036/06/23,0.000000,上櫃,,DBZGGR,
F14238　P21CGMHI15,XS2307417860,2021/08/09,2056/08/09,0.000000,上櫃,,DBZGGR,
F14240　P22CGMHI1,XS2410486679,2022/01/21,2057/01/21,0.000000,上櫃,,DBZUGR,
F14241　P22CGMHI2,XS2410473263,2022/02/15,2032/02/15,2.930000,上櫃,,DBFGGR,
F14242　P22CGMHI3,XS2410413871,2022/05/10,2032/05/10,4.520000,上櫃,,DBFGGR,
F14244　P22CGMHI5,XS2495914595,2022/09/19,2032/09/19,5.050000,上櫃,,DBFGGR,
F14245　P22CGMHI6,XS2495887684,2022/09/29,2030/09/29,浮動利率,上櫃,,DBVUFR,
F14246　P23CGMHI1,XS2541509837,2023/02/10,2028/02/10,浮動利率,上櫃,,DBVGFR,
F14247　P23CGMHI2,XS2565545188,2023/05/26,2028/05/26,浮動利率,上櫃,,DBVUFR,
F14248　P24CGMHI1,XS2709374032,2024/01/23,2029/01/23,浮動利率,上櫃,,DBVUFR,
F14249　P24CGMHI2,XS2709283662,2024/01/31,2029/01/31,浮動利率,上櫃,,DBVUFR,
F14250　P24CGMHI3,XS2782864446,2024/05/07,2034/05/07,6.000000,上櫃,,DBFUGR,
F14251　P25CGMHI1,XS2982214897,2025/02/27,2035/02/27,5.820000,上櫃,,DBFUGR,
F14252　P25CGMHI2,XS3012960020,2025/04/01,2032/04/01,浮動利率,上櫃,,DBVUGR,
F14253　P26CGMHI1,XS3136546218,2026/02/06,2036/02/06,5.160000,上櫃,,DBFUGR,
F14401　P18SCSB1,TW000F144019,2018/10/29,2048/10/29,0.000000,上櫃,,DBZUGR,
F14603　P19JPMCB3,XS1451039165,2019/05/31,2026/05/31,浮動利率,上櫃,,DBVUFR,
F14612　P20JPMCB1,XS1450953879,2020/02/12,2050/02/12,0.000000,上櫃,,DBZUGR,
F14613　P20JPMCB2,XS1450874810,2020/11/25,2027/11/25,6.300000,上櫃,,DBFUGR,
F14614　P21JPMCB1,XS1450850638,2021/03/12,2031/03/12,8.050000,上櫃,,DBFUGR,
F14615　P21JPMCB2,XS1450839748,2021/04/15,2028/04/15,7.250000,上櫃,,DBFUGR,
F14616　P21JPMCB3,XS1450796088,2021/10/28,2036/10/28,0.000000,上櫃,,DBZUGR,
F14617　P22JPMCB1,XS1450778938,2022/02/18,2032/02/18,2.900000,上櫃,,DBFUGR,
F14620　P24JPMCB1,XS1449686465,2024/02/22,2028/02/22,浮動利率,上櫃,,DBVUFR,
F14621　P24JPMCB2,XS1449676151,2024/03/21,2034/03/21,5.500000,上櫃,,DBFUGR,
F14623　P25JPMCB1,XS1449564191,2025/02/25,2035/02/25,5.600000,上櫃,,DBFUGR,
F14624　P25JPMCB2,XS1449425153,2025/12/04,2035/12/04,5.320000,上櫃,,DBFUGR,
F14625　P26JPMCB1,XS1449403267,2026/02/04,2036/02/04,5.000000,上櫃,,DBFUGR,
F14626　P26JPMCB2,XS1449366985,2026/03/24,2036/03/24,5.030000,上櫃,,DBFUGR,
F14901　P19NWM1,XS1997070948,2019/05/30,2049/05/30,0.000000,上櫃,,DBZUGB,
F15101　P19SCPLC1,XS1999840710,2019/06/04,2049/06/04,0.000000,上櫃,,DBZUGB,
F15304　P21GSFCI1,XS1966995463,2021/02/24,2031/02/24,1.900000,上櫃,,DBFUGR,
F15305　P21GSFCI2,XS1971476954,2021/03/02,2051/03/02,2.750000,上櫃,,DBFUGR,
F15306　P21GSFCI3,XS2061755836,2021/04/07,2036/04/07,浮動利率,上櫃,,DBVUGR,
F15307　P21GSFCI4,XS2061670258,2021/04/21,2036/04/21,浮動利率,上櫃,,DBVUGR,
F15308　P21GSFCI5,XS2019670319,2021/05/12,2036/05/12,浮動利率,上櫃,,DBVUGR,
F15309　P21GSFCI6,XS2042706270,2021/07/02,2031/01/02,2.420000,上櫃,,DBFUGR,
F15310　P21GSFCI7,XS2094020257,2021/08/12,2031/08/12,2.400000,上櫃,,DBFUGR,
F15311　P21GSFCI8,XS2114071587,2021/08/27,2027/08/27,浮動利率,上櫃,,DBVUFR,
F15312　P21GSFCI9,XS2093935570,2021/09/27,2031/09/27,浮動利率,上櫃,,DBVGFR,
F15313　P21GSFCI10,XS2093951429,2021/11/16,2031/11/16,2.950000,上櫃,,DBFGGR,
F15314　P22GSFCI1,XS2011049983,2022/02/18,2032/02/18,3.050000,上櫃,,DBFUGR,
F15315　P22GSFCI2,XS1999656546,2022/03/08,2032/03/08,3.450000,上櫃,,DBFUGR,
F15317　P22GSFCI4,XS1971488025,2022/05/11,2032/05/11,浮動利率,上櫃,,DBVGGR,
F15319　P22GSFCI6,XS2105932334,2022/05/18,2032/05/18,浮動利率,上櫃,,DBVGGR,
F15320　P22GSFCI7,XS2093948128,2022/05/27,2037/05/27,浮動利率,上櫃,,DBVGGR,
F15322　P22GSFCI9,XS1985783395,2022/08/16,2032/08/16,5.000000,上櫃,,DBFGGR,
F15323　P22GSFCI10,XS2481075294,2022/08/24,2029/08/24,浮動利率,上櫃,,DBVGGR,
F15324　P23GSFCI1,XS2480975825,2023/04/19,2028/04/19,浮動利率,上櫃,,DBVGFR,
F15325　P23GSFCI2,XS2481710221,2023/05/30,2028/05/30,浮動利率,上櫃,,DBVGFR,
F15326　P24GSFCI1,XS2688684294,2024/06/06,2029/06/06,浮動利率,上櫃,,DBVGFR,
F15501　P19MDGHA1,XS2075924048,2019/11/07,2049/11/07,3.700000,上櫃,,DBFGFR,
F15502　P20MDGHA1,XS2175968580,2020/05/21,2050/05/21,3.950000,上櫃,,DBFGFR,
F16001　P20UBSGP1,CH0521617321,2020/03/04,2050/03/04,0.000000,上櫃,,DBZUGR,
F16002　P20UBSG2,CH0535271214,2020/04/14,2050/04/14,0.000000,上櫃,,DBZUGR,
F16003　P20UBSGP3,CH0543827189,2020/05/27,2050/05/27,0.000000,上櫃,,DBZUGR,
F16004　P21UBSGP1,CH0587372951,2021/01/12,2051/01/12,0.000000,上櫃,,DBZUGR,
F16005　P21UBSGP2,CH0588488863,2021/01/29,2051/01/29,0.000000,上櫃,,DBZUGR,
F16006　P21UBSGP3,CH0595205490,2021/02/26,2051/02/26,0.000000,上櫃,,DBZUGR,
F16007　P21UBSGP4,CH1112455774,2021/05/26,2051/05/26,0.000000,上櫃,,DBZUGR,
F16008　P22UBSGP1,CH1167887269,2022/03/29,2047/03/29,0.000000,上櫃,,DBZUGR,
F16101　P20BACRH1,XS2134381743,2020/03/26,2050/03/26,0.000000,上櫃,,DBZUGB,
F16102　P21BACRH1,XS2279424449,2021/01/07,2051/01/07,0.000000,上櫃,,DBZUGR,
F16103　P22BACRH1,XS2426069220,2022/01/07,2052/01/07,0.000000,上櫃,,DBZUGR,
F16203　P24SHB1,XS2901898291,2024/10/22,2029/10/22,浮動利率,上櫃,,DBVUFR,
F16301　P20ISR1,XS2167193015,2020/05/13,2060/05/13,3.800000,上櫃,,DBFUFR,
F16403　P21MGL1,XS2332533756,2021/04/28,2051/04/28,0.000000,上櫃,,DBZUGB,
F16404　P21MGL2,XS2390147804,2021/10/13,2056/10/13,0.000000,上櫃,,DBZUGB,
F16406　P23MGL1,XS2672784316,2023/09/08,2028/09/08,浮動利率,上櫃,,DBVUFB,
F16501　P20SHJ1,XS2207514063,2020/07/28,2050/07/28,4.000000,上櫃,,DNFUFR,
F16601　P20ADCBU1,XS2219378721,2020/09/03,2060/09/03,0.000000,上櫃,,DBZUGB,
F16602　P21ADCBU1,XS2366813603,2021/08/10,2061/08/10,0.000000,上櫃,,DBZUGB,
F16603　P21ADCBU2,XS2376921016,2021/09/07,2026/09/07,1.720000,上櫃,,DTFUFR,
F16604　P21ADCBU3,XS2398764550,2021/11/04,2061/11/04,0.000000,上櫃,,DBZUGB,
F16605　P22ADCBU1,XS2431021620,2022/01/25,2062/01/25,0.000000,上櫃,,DBZUGB,
F16606　P22ADCBU2,XS2439731634,2022/02/23,2062/02/23,0.000000,上櫃,,DBZUGB,
F16607　P24ADCBU1,XS2757010173,2024/02/06,2029/02/06,浮動利率,上櫃,,DTVUFB,
F16608　P25ADCBU1,XS3003311902,2025/02/26,2030/02/26,浮動利率,上櫃,,DBVUFR,
F16609　P25ADCBU2,XS3086362756,2025/06/10,2030/06/10,浮動利率,上櫃,,DBVUFR,
F16610　P26ADCBU1,XS3286673986,2026/02/11,2031/02/11,浮動利率,上櫃,,DBVUFR,
F16701　P20SABIC1,XS2228113762,2020/09/14,2050/09/14,3.000000,上櫃,,DBFGGR,
F16801　P20TSMC1,TW000F168018,2020/09/22,2060/09/22,2.700000,上櫃,,DBFUGR,
F16802　P21TSMC1,TW000F168026,2021/09/23,2051/09/23,3.100000,上櫃,,DBFUGR,
F16902　P21PMH1,TW000F169024,2021/12/29,2026/12/29,2.000000,上櫃,,DBFGFR,
F17201　P21UMS1,XS2280637039,2021/01/19,2071/04/19,3.750000,上櫃,,DBFUGR,
F17301　P21CHILE1,XS2327851874,2021/04/15,2053/04/15,3.500000,上櫃,,DBFUGR,
F17401　P21TAQA1,XS2333388937,2021/04/29,2051/04/29,3.400000,上櫃,,DBFUFR,
F17501　P21MDGHA1,XS2324826994,2021/06/07,2051/06/07,3.400000,上櫃,,DBFGFR,
F17502　P22MDGHA1,XS2546781985,2022/10/28,2033/04/28,5.500000,上櫃,,DBFGGR,
F17503　P23MDGHA1,XS2623206187,2023/05/22,2053/05/22,5.084000,上櫃,,DBFGGR,
F17504　P24MDGHA1,XS2830445727,2024/06/04,2034/06/04,5.294000,上櫃,,DBFGGR,
F17601　P21SHC1,XS2341140932,2021/06/23,2026/06/23,1.375000,上櫃,,DBFUFR,
F17602　P24SHC1,XS2775400703,2024/03/12,2029/03/12,5.500000,上櫃,,DBFUFR,
F17701　P21QP1,XS2357494751,2021/07/12,2051/07/12,3.300000,上櫃,,DBFUGR,
F17801　P21JTIFS1,XS2383492902,2021/09/14,2051/09/14,3.300000,上櫃,,DBFGFR,
F17901　P21BCI1,XS2384719667,2021/09/24,2026/09/24,1.885000,上櫃,,DBFUFB,
F18001　P21UAE1,XS2397055703,2021/10/19,2061/10/19,3.250000,上櫃,,DBFUFR,
F18002　P22UAE1,XS2492385203,2022/07/07,2052/07/07,4.951000,上櫃,,DBFUFR,
F18101　P21SCOCH1,XS2401677948,2021/11/10,2026/11/10,2.160000,上櫃,,DBFUFB,
F18201　P22BASAN1,XS2431022438,2022/01/26,2062/01/26,0.000000,上櫃,,DTZUGB,
F18301　P22SBILD1,XS2432299449,2022/01/26,2027/01/26,2.490000,上櫃,,DBFUCR,
F18401　P22NEECH1,XS2456252860,2022/03/24,2062/03/24,4.300000,上櫃,,DBFUGR,
F18501　P22WFC1,XS2460266708,2022/03/29,2052/03/29,0.000000,上櫃,,DBZUGR,
F18502　P22WFC2,XS2528132173,2022/09/13,2052/09/13,0.000000,上櫃,,DBZUGR,
F18503　P23WFC1,XS2629403812,2023/06/06,2053/06/06,0.000000,上櫃,,DBZUGR,
F18701　P22JPCFC1,XS1450710899,2022/09/20,2027/09/20,浮動利率,上櫃,,DBVGFR,
F18702　P22JPCFC2,XS1450711350,2022/09/22,2032/09/22,4.950000,上櫃,,DBFGGR,
F18704　P23JPCFC2,XS1449820023,2023/05/08,2033/05/08,5.000000,上櫃,,DBFGGR,
F18705　P23JPCFC3,XS1449816187,2023/05/12,2028/05/12,浮動利率,上櫃,,DBVGFR,
F18706　P23JPCFC4,XS1449803102,2023/06/21,2033/06/21,5.750000,上櫃,,DBFUGR,
