有價證券代號及名稱,國際證券辨識號碼(ISIN Code),發行日,到期日,利率值,市場別,產業別,CFICode,備註
轉換公司債
F18708　P23JPCFC6,XS1449780722,2023/09/05,2033/09/05,5.970000,上櫃,,DBFUGR,
F18710　P23JPCFC8,XS1449769758,2023/09/22,2028/09/22,浮動利率,上櫃,,DBVUFR,
F18711　P24JPCFC1,XS1449608238,2024/11/08,2034/11/08,5.250000,上櫃,,DBFUGR,
F18712　P24JPCFC2,XS1449599148,2024/12/04,2034/12/04,5.400000,上櫃,,DBFUGR,
F18713　P25JPCFC1,XS1449428504,2025/11/20,2035/11/20,5.250000,上櫃,,DBFUGR,
F18714　P26JPCFC1,XS1449396891,2026/02/10,2036/02/10,5.800000,上櫃,,DBFUGR,
F18715　P26JPCFC2,XS1449372793,2026/03/18,2033/03/18,浮動利率,上櫃,,DBVUFR,
F18716　P26JPCFC3,XS1449363370,2026/03/24,2036/03/24,5.950000,上櫃,,DBFUGR,
F18801　P22GRSPL1,XS2542166744,2023/02/23,2042/02/23,6.510000,上櫃,,DBFUGR,
F18901　P23MLBV1,XS2601079846,2023/03/28,2033/03/28,浮動利率,上櫃,,DBVUFR,
F18902　P23MLBV2,XS2586000700,2023/05/11,2033/05/11,5.200000,上櫃,,DBFUGR,
F18903　P23MLBV3,XS2625085365,2023/06/06,2033/06/06,浮動利率,上櫃,,DBVUFR,
F18904　P23MLBV4,XS2625085449,2023/06/12,2033/06/12,5.600000,上櫃,,DBFUGR,
F18905　P23MLBV5,XS2625084988,2023/06/14,2033/06/14,5.300000,上櫃,,DBFUGR,
F18906　P23MLBV6,XS2625084806,2023/08/10,2033/08/10,浮動利率,上櫃,,DBVUFR,
F18909　P23MLBV9,XS2625085878,2023/09/06,2033/09/06,5.800000,上櫃,,DBFUGR,
F18910　P23MLBV10,XS2625084129,2023/09/12,2033/09/12,6.000000,上櫃,,DBFUGR,
F18911　P23MLBV11,XS2664332041,2023/09/21,2033/09/21,浮動利率,上櫃,,DBVGFR,
F18912　P23MLBV12,XS2664322752,2023/11/15,2033/11/15,浮動利率,上櫃,,DBVGFR,
F18913　P24MLBV1,XS2711528682,2024/01/30,2034/01/30,5.300000,上櫃,,DBFGGR,
F18914　P24MLBV2,XS2711527957,2024/01/31,2034/01/31,浮動利率,上櫃,,DBVGGR,
F18915　P24MLBV3,XS2711527015,2024/03/06,2031/03/06,10.030000,上櫃,,DBFGGR,
F18916　P24MLBV4,XS2711518022,2024/03/07,2034/03/07,5.600000,上櫃,,DBFGGR,
F18918　P24MLBV6,XS2769681656,2024/05/07,2034/05/07,浮動利率,上櫃,,DBVUFR,
F18919　P24MLBV7,XS2769677035,2024/05/28,2034/05/28,浮動利率,上櫃,,DBVUGR,
F18920　P24MLBV8,XS2814754953,2024/09/05,2031/09/05,浮動利率,上櫃,,DBVUFR,
F18921　P24MLBV9,XS2814745027,2024/09/26,2029/09/26,浮動利率,上櫃,,DBVUFR,
F18922　P24MLBV10,XS2814750027,2024/11/01,2034/11/01,5.200000,上櫃,,DBFUGR,
F18923　P25MLBV1,XS2814742271,2025/02/13,2035/02/13,5.700000,上櫃,,DBFUGR,
F18924　P25MLBV2,XS2938580805,2025/03/21,2032/03/21,浮動利率,上櫃,,DBVUFR,
F18925　P25MLBV3,XS2938573180,2025/03/27,2035/03/27,5.500000,上櫃,,DBFUGR,
F18926　P25MLBV4,XS2938568263,2025/05/06,2030/05/06,浮動利率,上櫃,,DBVUFR,
F18927　P25MLBV5,XS3156352687,2025/09/26,2035/09/26,5.300000,上櫃,,DBFUGR,
F18928　P25MLBV6,XS3156341649,2025/11/19,2035/11/19,5.280000,上櫃,,DBFUGR,
F18929　P26MLBV1,XS3244806926,2026/02/05,2036/02/05,5.050000,上櫃,,DBFUGR,
F18930　P26MLBV2,XS3244784933,2026/02/11,2036/02/11,5.000000,上櫃,,DBFUGR,
F18931　P26MLBV3,XS3244802420,2026/03/17,2036/03/17,5.900000,上櫃,,DBFUGR,
F19001　國泰人壽保險股份有限公司112年度第2期美元計價無擔保累積次順位普通公司債,TW000F190012,2023/08/07,2033/08/07,6.100000,上櫃,,DBFUFR,
F19002　P23CATLI2,TW000F190020,2023/10/04,2033/10/04,6.100000,上櫃,,DBFUFR,
F19003　P24CATLI1,TW000F190038,2024/05/09,2034/05/09,5.800000,上櫃,,DBFUFR,
F19101　P23KOBC1,XS2695399506,2023/10/05,2028/10/05,浮動利率,上櫃,,DBVUFR,
F19102　P24KOBC1,XS2857880301,2024/07/24,2029/07/24,浮動利率,上櫃,,DBVUFR,
F19103　P25KOBC1,XS3220609047,2025/11/18,2030/11/18,浮動利率,上櫃,,DBVUFR,
F19201　P24WFF1,XS2754070469,2024/01/31,2034/01/31,5.470000,上櫃,,DBFUGR,
F19202　P24WFF2,XS2774936244,2024/03/06,2034/03/06,5.540000,上櫃,,DBFUGR,
F19203　P25WFF1,XS3074446827,2025/05/28,2030/05/28,浮動利率,上櫃,,DBVUFR,
F19204　P25WFF2,XS3188671518,2025/10/01,2032/10/01,浮動利率,上櫃,,DBVUFR,
F19205　P26WFF1,XS3268877902,2026/01/21,2033/01/21,浮動利率,上櫃,,DBVUFR,
F19206　P26WFF2,XS3272204895,2026/01/22,2036/01/22,5.080000,上櫃,,DBFUGR,
F19301　P24SNB1,XS2853489271,2024/07/11,2029/07/11,浮動利率,上櫃,,DBVUFR,
F19302　P25SNB1,XS3019019416,2025/03/17,2030/03/17,浮動利率,上櫃,,DBVGFR,
F19401　P24KODIT1,XS2910446892,2024/10/29,2027/10/29,浮動利率,上櫃,,DBVGFR,
F19501　P24KHFC1,XS2911742489,2024/11/05,2029/11/05,浮動利率,上櫃,,DBVUFR,
F19502　P25KHFC1,XS3059440928,2025/05/28,2030/05/28,浮動利率,上櫃,,DBVUFR,
F19601　P25MRAS1,XS2985211569,2025/03/06,2028/03/06,5.250000,上櫃,,DTFUFR,
F19702　S25HNCB2,TW000F197025,2025/07/08,2030/07/08,浮動利率,上櫃,,DBVUGR,
F19801　P25ING1,XS2911644982,2025/05/08,2035/05/08,5.700000,上櫃,,DBFUGB,
F19802　P26ING1,XS2911640998,2026/01/07,2036/01/07,5.000000,上櫃,,DBFUGB,
F19901　P25ARB1,XS3038530229,2025/05/19,2030/05/19,4.865000,上櫃,,DBFUFR,
F20001　P25CBQ1,XS3098955761,2025/07/16,2030/07/16,浮動利率,上櫃,,DBVUFR,
F20101　P25KHNP1,XS3113268307,2025/07/30,2030/07/30,浮動利率,上櫃,,DBVUFR,
F20201　P25TWNLI1,TW000F202015,2025/09/11,2035/09/11,6.000000,上櫃,,DBFUFR,
F20301　P25BFCM1,FR0014012SZ8,2025/10/08,2030/10/08,浮動利率,上櫃,,DBVUFB,
F20401　P26NTT1,XS3294937332,2026/03/11,2031/03/11,浮動利率,上櫃,,DBVUFB,
F20501　P26BBVAS1,XS3307266521,2026/03/23,2033/03/23,浮動利率,上櫃,,DBVUFB,
金融債
G10156　P06上海1B,TW000G101562,2017/06/13,2027/06/13,1.850000,上櫃,,DBFUFR,
G10158　P06上海2B,TW000G101588,2017/12/15,2027/12/15,1.550000,上櫃,,DBFUFR,
G10160　P07上海1B,TW000G101604,2018/06/21,2028/06/21,1.450000,上櫃,,DBFUFR,
G10161　P07上海2,TW000G101612,2018/12/12,無到期日,2.150000,上櫃,,DBFUQR,
G10164　P09上海1A,TW000G101646,2020/03/27,2027/03/27,0.620000,上櫃,,DBFUFR,
G10165　P09上海1B,TW000G101653,2020/03/27,2030/03/27,0.640000,上櫃,,DBFUFR,
G10166　P10上海1A,TW000G101661,2021/10/25,2028/10/25,0.600000,上櫃,,DBFUFR,
G10167　P10上海1B,TW000G101679,2021/10/25,2031/10/25,0.720000,上櫃,,DBFUFR,
G10169　P11上海1B,TW000G101695,2022/07/22,2027/07/22,1.700000,上櫃,,DBFUFR,
G10171　P11上海3,TW000G101711,2022/10/26,無到期日,3.250000,上櫃,,DBFUQR,
G10172　P12上海1,TW000G101729,2023/12/12,2026/12/12,1.600000,上櫃,,DBFUFR,
G10173　P13上海1,TW000G101737,2024/03/29,2034/03/29,1.950000,上櫃,,DBFUFR,
G10174　P13上海3A,TW000G101745,2024/12/27,2029/12/27,1.900000,上櫃,,DBFUFR,
G10175　P13上海3B,TW000G101752,2024/12/27,2031/12/27,1.950000,上櫃,,DBFUFR,
G10176　P14上海1,TW000G101760,2025/04/25,2030/04/25,1.880000,上櫃,,DBFUFR,
G10177　P14上海2A,TW000G101778,2025/09/25,2028/09/25,1.640000,上櫃,,DBFUFR,
G10178　P14上海2B,TW000G101786,2025/09/25,2030/09/25,1.680000,上櫃,,DBFUFR,
G10179　P14上海3,TW000G101794,2025/11/05,2028/11/05,1.610000,上櫃,,DBFUFR,
G102AY　P07玉銀1B,TW000G102AY6,2018/03/30,2028/03/30,1.550000,上櫃,,DBFUFR,
G102B1　P09玉銀1,TW000G102B17,2020/01/08,無到期日,1.450000,上櫃,,DBFUQR,
G102B4　P10玉銀1B,TW000G102B41,2021/10/28,2028/10/28,0.470000,上櫃,,DBFUFR,
G102B5　P11玉銀1,TW000G102B58,2022/03/18,2027/03/18,0.710000,上櫃,,DBFUFR,
G102B6　P11玉銀2A,TW000G102B66,2022/06/15,2029/06/15,1.900000,上櫃,,DBFUFR,
G102B7　P11玉銀2B,TW000G102B74,2022/06/15,2032/06/15,2.100000,上櫃,,DBFUFR,
G102B9　P11玉銀4,TW000G102B90,2022/12/27,2029/12/27,2.300000,上櫃,,DBFUFR,
G102BA　P12玉銀1,TW000G102BA4,2023/03/16,2028/03/16,1.400000,上櫃,,DBFUFR,
G102BB　P12玉銀2,TW000G102BB2,2023/11/23,2028/11/23,1.450000,上櫃,,DBFUFR,
G102BC　P13玉銀1,TW000G102BC0,2024/04/10,2029/04/10,1.500000,上櫃,,DBFUFR,
G102BD　P13玉銀2A,TW000G102BD8,2024/08/20,2027/08/20,1.750000,上櫃,,DBFUFR,
G102BE　P13玉銀2B,TW000G102BE6,2024/08/20,2029/08/20,1.800000,上櫃,,DBFUFR,
G102BF　P14玉銀1A,TW000G102BF3,2025/04/14,2028/04/14,1.800000,上櫃,,DBFUFR,
G102BG　P14玉銀1B,TW000G102BG1,2025/04/14,2030/04/14,1.850000,上櫃,,DBFUFR,
G102BH　P14玉銀1C,TW000G102BH9,2025/04/14,2035/04/14,1.950000,上櫃,,DBFUFR,
G102BJ　P14玉銀2,TW000G102BJ5,2025/07/25,2028/07/25,1.790000,上櫃,,DBFUFR,
G102BK　P14玉銀3,TW000G102BK3,2025/11/11,2030/11/11,1.650000,上櫃,,DBFUFR,
G10316　P07高銀2,TW000G103162,2018/09/12,無到期日,2.600000,上櫃,,DBFUQR,
G10317　P08高銀1,TW000G103170,2019/12/20,無到期日,2.000000,上櫃,,DBFUQR,
G10318　P11高銀1,TW000G103188,2022/03/30,無到期日,2.050000,上櫃,,DBFUQR,
G10319　P11高銀2,TW000G103196,2022/06/29,無到期日,3.000000,上櫃,,DBFUQR,
G10320　P11高銀3,TW000G103204,2022/09/28,無到期日,3.500000,上櫃,,DBFUQR,
G10321　P11高銀4,TW000G103212,2022/12/21,無到期日,3.750000,上櫃,,DBFUQR,
G10322　P14高銀1,TW000G103220,2025/06/27,2035/06/27,2.380000,上櫃,,DBFUFR,
G10323　P14高銀2,TW000G103238,2025/07/30,2035/07/30,2.380000,上櫃,,DBFUFR,
G10324　P15高銀1,TW000G103246,2026/04/27,2029/04/27,1.700000,上櫃,,DBFUFR,
G107BK　P07北富銀2B,TW000G107BK2,2018/09/25,2028/09/25,1.300000,上櫃,,DBFUFR,
G107BM　P07北富銀4,TW000G107BM8,2018/11/28,2028/11/28,1.100000,上櫃,,DBFUFR,
G107BN　P07北富銀5,TW000G107BN6,2018/12/18,無到期日,2.150000,上櫃,,DBFUQR,
G107BP　P08北富銀1,TW000G107BP1,2019/03/20,2029/03/20,0.980000,上櫃,,DBFUFR,
G107BQ　P08北富銀2,TW000G107BQ9,2019/05/10,2029/05/10,0.950000,上櫃,,DBFUFR,
G107BR　P08北富銀3,TW000G107BR7,2019/06/25,無到期日,1.900000,上櫃,,DBFUQR,
G107BS　P08北富銀4,TW000G107BS5,2019/09/26,無到期日,1.630000,上櫃,,DBFUQR,
G107BT　P08北富銀5,TW000G107BT3,2019/09/26,2029/09/26,0.950000,上櫃,,DBFUFR,
G107BU　P08北富銀6,TW000G107BU1,2019/10/30,2029/10/30,0.880000,上櫃,,DBFUFR,
G107BV　P08北富銀7,TW000G107BV9,2019/12/30,2029/12/30,0.880000,上櫃,,DBFUFR,
G107BW　P09北富銀1,TW000G107BW7,2020/03/20,2030/03/20,0.750000,上櫃,,DBFUFR,
G107BX　P09北富銀2,TW000G107BX5,2020/06/22,無到期日,1.600000,上櫃,,DBFUQR,
G107BY　P09北富銀3,TW000G107BY3,2020/06/22,2027/06/22,0.700000,上櫃,,DBFUFR,
G107BZ　P09北富銀4,TW000G107BZ0,2020/06/22,2030/06/22,0.800000,上櫃,,DBFUFR,
G107C1　P09北富銀5,TW000G107C11,2020/08/10,無到期日,1.500000,上櫃,,DBFUQR,
G107C3　P10北富銀2,TW000G107C37,2021/09/02,2026/09/02,0.400000,上櫃,,DBFUFR,
G107C4　P10北富銀3,TW000G107C45,2021/09/02,2031/09/02,0.700000,上櫃,,DBFUFR,
G107C5　P10北富銀4,TW000G107C52,2021/09/28,2026/09/28,0.450000,上櫃,,DBFUFR,
G107C6　P10北富銀5,TW000G107C60,2021/09/28,2028/09/28,0.520000,上櫃,,DBFUFR,
G107C8　P11北富銀2,TW000G107C86,2022/06/28,2029/06/28,2.000000,上櫃,,DBFUFR,
G107C9　P11北富銀3,TW000G107C94,2022/06/28,無到期日,3.000000,上櫃,,DBFUQR,
G107CA　P11北富銀4,TW000G107CA1,2022/09/15,2029/09/15,1.900000,上櫃,,DBFUFR,
G107CB　P11北富銀5,TW000G107CB9,2022/10/11,無到期日,3.100000,上櫃,,DBFUQR,
G107CC　P12北富銀1,TW000G107CC7,2023/01/10,無到期日,3.500000,上櫃,,DBFUQR,
G107CD　P12北富銀2,TW000G107CD5,2023/02/23,無到期日,3.500000,上櫃,,DBFUQR,
G107CE　P12北富銀3,TW000G107CE3,2023/04/27,2028/04/27,1.400000,上櫃,,DBFUFR,
G107CG　P13北富銀1,TW000G107CG8,2024/06/12,2027/06/12,1.600000,上櫃,,DBFUFR,
G107CH　P13北富銀2,TW000G107CH6,2024/09/02,2034/09/02,2.050000,上櫃,,DBFUFR,
G107CJ　P13北富銀3,TW000G107CJ2,2024/09/16,2034/09/16,2.020000,上櫃,,DBFUFR,
G107CK　P14北富銀1A,TW000G107CK0,2025/01/20,2035/01/20,2.000000,上櫃,,DBFUFR,
G107CL　P14北富銀1B,TW000G107CL8,2025/01/20,2035/01/20,2.000000,上櫃,,DBFUFR,
G107CM　P14北富銀2,TW000G107CM6,2025/03/24,2035/03/24,2.030000,上櫃,,DBFUFR,
G107CN　P14北富銀3,TW000G107CN4,2025/10/14,2035/10/14,1.850000,上櫃,,DBFUFR,
G107CP　P15北富銀1A,TW000G107CP9,2026/03/11,2036/03/11,1.900000,上櫃,,DBFUFR,
G107CQ　P15北富銀1B,TW000G107CQ7,2026/03/11,2036/03/11,1.900000,上櫃,,DBFUFR,
G10822　P04元大銀1,TW000G108229,2015/08/27,無到期日,4.100000,上櫃,,DBFUQR,
G10824　P04元大銀3,TW000G108245,2015/09/29,無到期日,4.100000,上櫃,,DBFUQR,
G10826　P10元大銀1,TW000G108260,2021/02/23,2031/02/23,0.670000,上櫃,,DBFUGR,
G10828　P11元大銀1,TW000G108286,2022/03/21,2027/03/21,0.770000,上櫃,,DBFUFR,
G10829　P11元大銀2,TW000G108294,2022/11/24,2029/11/24,2.400000,上櫃,,DBFUFR,
G10830　P11元大銀3A,TW000G108302,2022/12/29,2030/12/29,2.400000,上櫃,,DBFUFR,
G10831　P11元大銀3B,TW000G108310,2022/12/29,2032/12/29,2.550000,上櫃,,DBFUFR,
G10832　P13元大銀1,TW000G108328,2024/06/27,2027/06/27,1.750000,上櫃,,DBFUFR,
G10833　P14元大銀1,TW000G108336,2025/03/31,2028/03/31,1.820000,上櫃,,DBFUFR,
G10834　P14元大銀2,TW000G108344,2025/05/29,2035/05/29,2.350000,上櫃,,DBFUFR,
G10835　P14元大銀3,TW000G108351,2025/09/25,2035/09/25,2.350000,上櫃,,DBFUFR,
G10919　P05聯邦1,TW000G109193,2016/03/29,無到期日,4.200000,上櫃,,DBFUQR,
G10920　P06聯邦1,TW000G109201,2017/02/23,無到期日,4.200000,上櫃,,DBFUQR,
G10921　P08聯邦1A,TW000G109219,2019/09/26,2026/09/26,1.100000,上櫃,,DBFUFR,
G10922　P08聯邦1B,TW000G109227,2019/09/26,2029/09/26,1.230000,上櫃,,DBFUFR,
G10923　P10聯邦1,TW000G109235,2021/03/25,無到期日,浮動利率,上櫃,,DBVUQR,
G10924　P14聯邦1,TW000G109243,2025/08/29,2028/08/29,1.800000,上櫃,,DBFUFR,
G11099　P04永豐銀1,TW000G110993,2015/07/22,無到期日,3.900000,上櫃,,DBFUQR,
G110A0　P04永豐銀2,TW000G110A00,2015/09/08,無到期日,3.900000,上櫃,,DBFUQR,
G110A1　P04永豐銀3,TW000G110A18,2015/11/05,無到期日,3.900000,上櫃,,DBFUQR,
G110A2　P04永豐銀4,TW000G110A26,2015/12/15,無到期日,3.900000,上櫃,,DBFUQR,
G110A3　P05永豐銀1,TW000G110A34,2016/02/23,無到期日,3.900000,上櫃,,DBFUQR,
G110A4　P05永豐銀2,TW000G110A42,2016/03/30,無到期日,3.900000,上櫃,,DBFUQR,
G110A7　P06永豐銀2,TW000G110A75,2017/02/24,2027/02/24,1.900000,上櫃,,DBFUFR,
G110A9　P06永豐銀4,TW000G110A91,2017/06/28,2027/06/28,1.950000,上櫃,,DBFUFR,
G110AA　P06永豐銀5,TW000G110AA9,2017/06/28,無到期日,4.000000,上櫃,,DBFUQR,
G110AC　P07永豐銀2,TW000G110AC5,2018/04/30,2028/04/30,1.650000,上櫃,,DBFUFR,
G110AD　P08永豐銀1,TW000G110AD3,2019/01/25,無到期日,2.400000,上櫃,,DBFUQR,
G110AF　P08永豐銀3,TW000G110AF8,2019/01/25,2029/01/25,1.550000,上櫃,,DBFUFR,
G110AH　P08永豐銀5,TW000G110AH4,2019/08/23,無到期日,2.000000,上櫃,,DBFUQR,
G110AJ　P08永豐銀6,TW000G110AJ0,2019/08/23,2026/08/23,1.030000,上櫃,,DBFUFR,
G110AK　P08永豐銀7,TW000G110AK8,2019/08/23,2029/08/23,1.130000,上櫃,,DBFUFR,
G110AL　P09永豐銀1,TW000G110AL6,2020/03/31,無到期日,1.350000,上櫃,,DBFUQR,
G110AM　P09永豐銀2,TW000G110AM4,2020/03/31,2030/03/31,0.750000,上櫃,,DBFUFR,
G110AN　P09永豐銀3,TW000G110AN2,2020/06/30,無到期日,1.850000,上櫃,,DBFUQR,
G110AP　P09永豐銀4,TW000G110AP7,2020/06/30,2030/06/30,1.000000,上櫃,,DBFUFR,
G110AQ　P09永豐銀5,TW000G110AQ5,2020/10/29,無到期日,1.700000,上櫃,,DBFUQR,
G110AR　P09永豐銀6,TW000G110AR3,2020/10/29,2030/10/29,0.870000,上櫃,,DBFUFR,
G110AT　P10永豐銀1,TW000G110AT9,2021/05/18,2026/05/18,0.450000,上櫃,,DBFUFR,
G110AU　P10永豐銀2,TW000G110AU7,2021/05/28,無到期日,1.700000,上櫃,,DBFUQR,
G110AV　P10永豐銀3,TW000G110AV5,2021/05/28,2031/05/28,0.820000,上櫃,,DBFUFR,
G110AW　P10永豐銀4,TW000G110AW3,2021/10/28,無到期日,1.700000,上櫃,,DBFUQR,
G110AX　P10永豐銀5,TW000G110AX1,2021/10/28,2031/10/28,0.800000,上櫃,,DBFUFR,
G110AY　P11永豐銀1,TW000G110AY9,2022/03/28,無到期日,2.000000,上櫃,,DBFUQR,
G110AZ　P11永豐銀2,TW000G110AZ6,2022/04/08,2027/04/08,0.780000,上櫃,,DBFUFR,
G110B2　P13永豐銀1,TW000G110B25,2024/09/26,2026/09/26,1.730000,上櫃,,DBFUFR,
G110B3　P14永豐銀1,TW000G110B33,2025/09/17,2028/09/17,1.720000,上櫃,,DBFUFR,
G110B4　P14永豐銀2,TW000G110B41,2025/12/23,2035/12/23,2.050000,上櫃,,DBFUFR,
G11456　97中信銀7,TW000G114565,2008/04/25,無到期日,3.600000,上櫃,,DBFUQR,
G11464　03中信銀1A,TW000G114649,2014/06/18,無到期日,3.700000,上櫃,,DBFUQR,
G11465　03中信銀1B,TW000G114656,2014/06/18,無到期日,4.000000,上櫃,,DBFUQR,
G11466　03中信銀2A,TW000G114664,2014/06/26,2029/06/26,2.000000,上櫃,,DBFUFR,
G11468　04中信銀1,TW000G114680,2015/06/10,無到期日,3.600000,上櫃,,DBFUQR,
G11474　P10中信銀1,TW000G114748,2021/05/18,2026/05/18,0.430000,上櫃,,DBFUFR,
G11475　P14中信銀1A,TW000G114755,2025/03/12,2035/03/12,2.050000,上櫃,,DBFUGR,
G11476　P14中信銀1B,TW000G114763,2025/03/12,2036/03/12,2.050000,上櫃,,DBFUGR,
G11477　P14中信銀2A,TW000G114771,2025/06/05,2035/06/05,2.300000,上櫃,,DBFUFR,
G11478　P14中信銀2B,TW000G114789,2025/06/05,無到期日,3.450000,上櫃,,DBFUQR,
G11479　P14中信銀3A,TW000G114797,2025/09/23,2032/09/23,2.250000,上櫃,,DBFUFR,
G11480　P14中信銀3B,TW000G114805,2025/09/23,2040/09/23,2.600000,上櫃,,DBFUFR,
G11481　P14中信銀3C,TW000G114813,2025/09/23,無到期日,4.500000,上櫃,,DBFUQR,
G11482　P15中信銀1A,TW000G114821,2026/03/12,2036/03/12,1.950000,上櫃,,DBFUGR,
G11483　P15中信銀1B,TW000G114839,2026/03/12,2036/03/12,1.900000,上櫃,,DBFUFR,
G11484　P15中信銀2A,TW000G114847,2026/04/29,2036/04/29,2.000000,上櫃,,DBFUGR,
G11485　P15中信銀2B,TW000G114854,2026/04/29,2036/04/29,1.900000,上櫃,,DBFUFR,
G11644　99新光銀1,TW000G116446,2010/06/30,無到期日,3.500000,上櫃,,DBFUQR,
G11650　03新光銀1,TW000G116503,2014/06/25,無到期日,4.200000,上櫃,,DBFUQR,
G11654　P07新光銀1,TW000G116545,2018/03/30,無到期日,3.400000,上櫃,,DBFUQR,
G11655　P07新光銀2,TW000G116552,2018/06/28,2028/06/28,1.620000,上櫃,,DBFUFR,
G11656　P08新光銀1,TW000G116560,2019/06/21,無到期日,2.200000,上櫃,,DBFUQR,
G11657　P09新光銀1,TW000G116578,2020/06/23,無到期日,1.700000,上櫃,,DBFUQR,
G11658　P09新光銀2,TW000G116586,2020/12/16,無到期日,1.700000,上櫃,,DBFUQR,
G11659　P09新光銀3,TW000G116594,2020/12/23,2030/12/23,0.750000,上櫃,,DBFUFR,
G11660　P10新光銀1,TW000G116602,2021/06/23,2026/06/23,0.500000,上櫃,,DBFUFR,
G11661　P11新光銀1,TW000G116610,2022/07/27,無到期日,3.500000,上櫃,,DBFUQR,
G11662　P12新光銀1,TW000G116628,2023/04/17,無到期日,4.000000,上櫃,,DBFUQR,
G11663　P13新光銀1,TW000G116636,2024/05/07,2031/05/07,2.700000,上櫃,,DBFUFR,
G11664　P13新光銀2,TW000G116644,2024/05/07,2034/05/07,3.000000,上櫃,,DBFUFR,
G11733　P06王道銀1,TW000G117337,2017/09/05,2027/09/05,1.970000,上櫃,,DBFUFR,
G11734　P06王道銀2,TW000G117345,2017/12/27,無到期日,4.000000,上櫃,,DBFUQR,
G11735　P06輸銀3,TW000G117352,2017/12/27,2027/12/27,1.820000,上櫃,,DBFUFR,
G11736　P07王道銀1,TW000G117360,2018/06/29,無到期日,4.000000,上櫃,,DBFUQR,
G11737　P07王道銀2,TW000G117378,2018/06/29,2028/06/29,1.750000,上櫃,,DBFUFR,
G11738　P08王道銀1,TW000G117386,2019/06/06,2026/06/06,1.500000,上櫃,,DBFUGR,
G11739　P10王道銀1,TW000G117394,2021/06/25,2028/06/25,0.900000,上櫃,,DBFUGR,
G11741　P11王道銀1,TW000G117410,2022/09/27,2029/09/27,2.300000,上櫃,,DBFUGR,
G11742　P12王道銀1,TW000G117428,2023/04/27,2030/04/27,2.000000,上櫃,,DBFUGR,
G11743　P12王道銀2,TW000G117436,2023/09/27,2030/09/27,2.200000,上櫃,,DBFUGR,
G11744　P13王道銀1,TW000G117444,2024/03/27,2031/03/27,2.300000,上櫃,,DBFUGR,
G11745　P13王道銀2,TW000G117451,2024/06/27,2031/06/27,2.500000,上櫃,,DBFUGR,
G11746　P14王道銀1A,TW000G117469,2025/09/26,2032/09/26,2.550000,上櫃,,DBFUGR,
G11747　P14王道銀1B,TW000G117477,2025/09/26,2035/09/26,2.700000,上櫃,,DBFUGR,
G11748　P15王道銀1A,TW000G117485,2026/05/06,2033/05/06,2.550000,上櫃,,DBFUGR,
G11749　P15王道銀1B,TW000G117493,2026/05/06,2033/05/06,2.550000,上櫃,,DBFUGR,
G11750　P15王道銀1C,TW000G117501,2026/05/06,2036/05/06,2.700000,上櫃,,DBFUGR,
G11839　P11兆豐銀1,TW000G118392,2022/02/22,2027/02/22,0.700000,上櫃,,DBFUFR,
G11840　P11兆豐銀2,TW000G118400,2022/10/07,2029/10/07,1.820000,上櫃,,DBFUFR,
G11841　P11兆豐銀3,TW000G118418,2022/10/07,2032/10/07,1.900000,上櫃,,DBFUFR,
G11842　P11兆豐銀4,TW000G118426,2022/11/22,2030/11/22,2.180000,上櫃,,DBFUFR,
G11843　P11兆豐銀5,TW000G118434,2022/12/26,2029/12/26,2.200000,上櫃,,DBFUFR,
G11844　P12兆豐銀1,TW000G118442,2023/03/21,2028/03/21,1.400000,上櫃,,DBFUFR,
G11845　P13兆豐銀1,TW000G118459,2024/01/15,2027/01/15,1.450000,上櫃,,DBFUFR,
G11846　P13兆豐銀2,TW000G118467,2024/05/15,2027/05/15,1.500000,上櫃,,DBFUFR,
G11847　P13兆豐銀3,TW000G118475,2024/12/27,2034/12/27,2.000000,上櫃,,DBFUFR,
G11848　P13兆豐銀4,TW000G118483,2024/12/27,無到期日,3.200000,上櫃,,DBFUQR,
G11849　P14兆豐銀1,TW000G118491,2025/06/13,2028/06/13,1.730000,上櫃,,DBFUFR,
G12013　95大眾2,TW000G120133,2006/11/27,無到期日,5.500000,上櫃,,DBFUQR,
G12114　99台企銀3A,TW000G121149,2010/09/23,無到期日,浮動利率,上櫃,,DBVUQR,
G12115　99台企銀3B,TW000G121156,2010/09/23,無到期日,3.050000,上櫃,,DBFUQR,
G12119　P04台企銀1,TW000G121198,2015/06/18,無到期日,3.900000,上櫃,,DBFUQR,
G12122　P05台企銀1,TW000G121222,2016/09/20,無到期日,3.200000,上櫃,,DBFUQR,
G12126　P06台企銀3,TW000G121263,2017/03/28,2027/03/28,1.850000,上櫃,,DBFUFR,
G12127　P06台企銀4,TW000G121271,2017/05/23,2027/05/23,1.850000,上櫃,,DBFUFR,
G12129　P07台企銀2,TW000G121297,2018/08/20,2028/08/20,1.450000,上櫃,,DBFUFR,
G12131　P08台企銀1B,TW000G121313,2019/03/21,2029/03/21,1.300000,上櫃,,DBFUFR,
G12132　P09台企銀1,TW000G121321,2020/03/25,2030/03/25,0.800000,上櫃,,DBFUFR,
G12133　P09台企銀2,TW000G121339,2020/08/13,無到期日,1.620000,上櫃,,DBFUQR,
G12134　P10台企銀1,TW000G121347,2021/11/17,無到期日,1.600000,上櫃,,DBFUQR,
G12135　P12台企銀1,TW000G121354,2023/06/20,2030/06/20,2.100000,上櫃,,DBFUFR,
